trial,structurally_viable,fill_first_avg_student_ranking,fill_first_std_student_ranking,fill_first_median_student_ranking,fill_first_iqr_student_ranking,fill_first_student_satisfaction_percent,fill_first_student_satisfaction_top4_percent,fill_first_student_satisfaction_top5_percent,fill_first_students_got_choice_1_count,fill_first_students_got_choice_1_percent,fill_first_students_got_choice_2_count,fill_first_students_got_choice_2_percent,fill_first_students_got_choice_3_count,fill_first_students_got_choice_3_percent,fill_first_students_got_choice_4_count,fill_first_students_got_choice_4_percent,fill_first_students_got_choice_5_count,fill_first_students_got_choice_5_percent,fill_first_students_got_choice_6_count,fill_first_students_got_choice_6_percent
11,True,2.2916666666666665,1.135751097536584,2.0,1.25,87.5,91.66666666666666,100.0,6,25.0,10,41.66666666666667,5,20.833333333333336,1,4.166666666666666,2,8.333333333333332,0,0.0
12,True,2.4583333333333335,1.3222193043852026,2.0,1.25,79.16666666666666,91.66666666666666,95.83333333333334,6,25.0,9,37.5,4,16.666666666666664,3,12.5,1,4.166666666666666,1,4.166666666666666
13,True,2.8333333333333335,1.5456030825826172,3.0,3.0,62.5,83.33333333333334,95.83333333333334,7,29.166666666666668,4,16.666666666666664,4,16.666666666666664,5,20.833333333333336,3,12.5,1,4.166666666666666
14,True,2.5,1.4433756729740645,2.0,1.25,83.33333333333334,87.5,91.66666666666666,6,25.0,9,37.5,5,20.833333333333336,1,4.166666666666666,1,4.166666666666666,2,8.333333333333332
15,True,2.75,1.506928443335427,3.0,3.0,70.83333333333334,83.33333333333334,95.83333333333334,7,29.166666666666668,4,16.666666666666664,6,25.0,3,12.5,3,12.5,1,4.166666666666666
16,True,2.4166666666666665,1.3819269959814167,2.0,2.0,79.16666666666666,91.66666666666666,95.83333333333334,8,33.33333333333333,6,25.0,5,20.833333333333336,3,12.5,1,4.166666666666666,1,4.166666666666666
17,True,2.5416666666666665,1.3222193043852024,2.0,1.5,75.0,87.5,100.0,6,25.0,8,33.33333333333333,4,16.666666666666664,3,12.5,3,12.5,0,0.0
18,True,2.75,1.3307266185559425,2.5,1.25,75.0,87.5,95.83333333333334,4,16.666666666666664,8,33.33333333333333,6,25.0,3,12.5,2,8.333333333333332,1,4.166666666666666
19,True,2.5833333333333335,1.3819269959814167,2.0,1.25,79.16666666666666,87.5,95.83333333333334,6,25.0,7,29.166666666666668,6,25.0,2,8.333333333333332,2,8.333333333333332,1,4.166666666666666
20,True,2.75,1.5612494995995996,3.0,3.0,66.66666666666666,83.33333333333334,95.83333333333334,8,33.33333333333333,3,12.5,5,20.833333333333336,4,16.666666666666664,3,12.5,1,4.166666666666666
21,True,2.8333333333333335,1.724013405464767,2.0,4.0,62.5,70.83333333333334,95.83333333333334,8,33.33333333333333,5,20.833333333333336,2,8.333333333333332,2,8.333333333333332,6,25.0,1,4.166666666666666
22,True,2.25,1.3307266185559425,2.0,2.0,87.5,91.66666666666666,95.83333333333334,9,37.5,6,25.0,6,25.0,1,4.166666666666666,1,4.166666666666666,1,4.166666666666666
23,True,2.3333333333333335,1.2801909579781012,2.0,2.0,79.16666666666666,95.83333333333334,95.83333333333334,7,29.166666666666668,9,37.5,3,12.5,4,16.666666666666664,0,0.0,1,4.166666666666666
24,True,2.9583333333333335,1.3378828631668602,3.0,2.0,66.66666666666666,87.5,95.83333333333334,4,16.666666666666664,5,20.833333333333336,7,29.166666666666668,5,20.833333333333336,2,8.333333333333332,1,4.166666666666666
25,True,2.8333333333333335,1.4624940645653537,2.5,2.0,66.66666666666666,83.33333333333334,95.83333333333334,5,20.833333333333336,7,29.166666666666668,4,16.666666666666664,4,16.666666666666664,3,12.5,1,4.166666666666666
26,True,2.7916666666666665,1.6067349570549032,2.0,2.5,66.66666666666666,75.0,95.83333333333334,6,25.0,8,33.33333333333333,2,8.333333333333332,2,8.333333333333332,5,20.833333333333336,1,4.166666666666666
27,True,2.8333333333333335,1.5184055965240497,2.0,2.0,66.66666666666666,79.16666666666666,95.83333333333334,5,20.833333333333336,8,33.33333333333333,3,12.5,3,12.5,4,16.666666666666664,1,4.166666666666666
28,True,2.9583333333333335,1.4854619558313238,3.0,2.0,66.66666666666666,83.33333333333334,91.66666666666666,4,16.666666666666664,7,29.166666666666668,5,20.833333333333336,4,16.666666666666664,2,8.333333333333332,2,8.333333333333332
29,True,2.5416666666666665,1.3838101587846345,2.0,2.25,75.0,91.66666666666666,95.83333333333334,7,29.166666666666668,6,25.0,5,20.833333333333336,4,16.666666666666664,1,4.166666666666666,1,4.166666666666666
30,True,2.6666666666666665,1.4907119849998598,2.5,2.25,75.0,83.33333333333334,95.83333333333334,7,29.166666666666668,5,20.833333333333336,6,25.0,2,8.333333333333332,3,12.5,1,4.166666666666666
31,True,1.9583333333333333,0.9780578828587919,2.0,1.0,87.5,100.0,100.0,9,37.5,10,41.66666666666667,2,8.333333333333332,3,12.5,0,0.0,0,0.0
32,True,3.25,1.3919410907075054,3.5,2.0,50.0,83.33333333333334,95.83333333333334,4,16.666666666666664,3,12.5,5,20.833333333333336,8,33.33333333333333,3,12.5,1,4.166666666666666
33,True,3.3333333333333335,1.699673171197595,4.0,3.0,45.83333333333333,66.66666666666666,91.66666666666666,5,20.833333333333336,5,20.833333333333336,1,4.166666666666666,5,20.833333333333336,6,25.0,2,8.333333333333332
34,True,2.5,1.5811388300841898,2.0,2.25,75.0,87.5,91.66666666666666,9,37.5,5,20.833333333333336,4,16.666666666666664,3,12.5,1,4.166666666666666,2,8.333333333333332
35,True,2.7916666666666665,1.5805897281992214,3.0,3.0,66.66666666666666,87.5,91.66666666666666,8,33.33333333333333,2,8.333333333333332,6,25.0,5,20.833333333333336,1,4.166666666666666,2,8.333333333333332
36,True,2.5416666666666665,1.5540046832476262,2.0,3.0,70.83333333333334,83.33333333333334,95.83333333333334,8,33.33333333333333,7,29.166666666666668,2,8.333333333333332,3,12.5,3,12.5,1,4.166666666666666
