trial,structurally_viable,fill_first_avg_student_ranking,fill_first_std_student_ranking,fill_first_median_student_ranking,fill_first_iqr_student_ranking,fill_first_student_satisfaction_percent,fill_first_student_satisfaction_top4_percent,fill_first_student_satisfaction_top5_percent,fill_first_students_got_choice_1_count,fill_first_students_got_choice_1_percent,fill_first_students_got_choice_2_count,fill_first_students_got_choice_2_percent,fill_first_students_got_choice_3_count,fill_first_students_got_choice_3_percent,fill_first_students_got_choice_4_count,fill_first_students_got_choice_4_percent,fill_first_students_got_choice_5_count,fill_first_students_got_choice_5_percent,fill_first_students_got_choice_6_count,fill_first_students_got_choice_6_percent
19,True,2.566666666666667,1.4533486237727762,2.0,1.75,83.33333333333334,90.0,90.0,8,26.666666666666668,8,26.666666666666668,9,30.0,2,6.666666666666667,0,0.0,3,10.0
20,True,2.7,1.5947831618540917,2.0,2.75,66.66666666666666,86.66666666666667,90.0,8,26.666666666666668,10,33.33333333333333,2,6.666666666666667,6,20.0,1,3.3333333333333335,3,10.0
21,True,2.7,1.5088627063675033,2.0,1.75,73.33333333333333,83.33333333333334,93.33333333333333,7,23.333333333333332,10,33.33333333333333,5,16.666666666666664,3,10.0,3,10.0,2,6.666666666666667
22,True,2.8,1.5790292376436015,3.0,3.0,70.0,86.66666666666667,90.0,9,30.0,4,13.333333333333334,8,26.666666666666668,5,16.666666666666664,1,3.3333333333333335,3,10.0
23,True,2.4,1.3808210118138653,2.0,2.0,86.66666666666667,90.0,93.33333333333333,9,30.0,9,30.0,8,26.666666666666668,1,3.3333333333333335,1,3.3333333333333335,2,6.666666666666667
24,True,3.1333333333333333,1.6478942792411035,3.0,2.0,53.333333333333336,83.33333333333334,86.66666666666667,7,23.333333333333332,5,16.666666666666664,4,13.333333333333334,9,30.0,1,3.3333333333333335,4,13.333333333333334
25,True,2.4,1.5620499351813306,2.0,2.75,73.33333333333333,90.0,93.33333333333333,13,43.333333333333336,5,16.666666666666664,4,13.333333333333334,5,16.666666666666664,1,3.3333333333333335,2,6.666666666666667
26,True,2.1,1.1060440015358037,2.0,1.0,90.0,96.66666666666667,96.66666666666667,9,30.0,14,46.666666666666664,4,13.333333333333334,2,6.666666666666667,0,0.0,1,3.3333333333333335
27,True,2.4,1.3063945294843617,2.0,2.0,76.66666666666667,96.66666666666667,96.66666666666667,10,33.33333333333333,7,23.333333333333332,6,20.0,6,20.0,0,0.0,1,3.3333333333333335
28,True,3.033333333333333,1.4255603186895398,3.0,2.0,66.66666666666666,86.66666666666667,90.0,4,13.333333333333334,8,26.666666666666668,8,26.666666666666668,6,20.0,1,3.3333333333333335,3,10.0
29,True,2.3666666666666667,1.2242911781471304,2.0,2.0,90.0,93.33333333333333,96.66666666666667,9,30.0,7,23.333333333333332,11,36.666666666666664,1,3.3333333333333335,1,3.3333333333333335,1,3.3333333333333335
30,True,2.1,1.3,2.0,1.0,90.0,93.33333333333333,93.33333333333333,11,36.666666666666664,12,40.0,4,13.333333333333334,1,3.3333333333333335,0,0.0,2,6.666666666666667
31,True,2.566666666666667,1.4302291968616623,2.0,1.0,83.33333333333334,90.0,90.0,7,23.333333333333332,10,33.33333333333333,8,26.666666666666668,2,6.666666666666667,0,0.0,3,10.0
32,True,2.7666666666666666,1.4533486237727762,2.0,1.0,76.66666666666667,86.66666666666667,90.0,5,16.666666666666664,11,36.666666666666664,7,23.333333333333332,3,10.0,1,3.3333333333333335,3,10.0
33,True,2.933333333333333,1.5040685563571303,3.0,2.0,70.0,83.33333333333334,90.0,5,16.666666666666664,9,30.0,7,23.333333333333332,4,13.333333333333334,2,6.666666666666667,3,10.0
34,True,2.6333333333333333,1.5595583420386114,2.0,1.75,80.0,83.33333333333334,90.0,8,26.666666666666668,9,30.0,7,23.333333333333332,1,3.3333333333333335,2,6.666666666666667,3,10.0
35,True,2.6666666666666665,1.4681810363696828,3.0,2.75,73.33333333333333,90.0,93.33333333333333,9,30.0,5,16.666666666666664,8,26.666666666666668,5,16.666666666666664,1,3.3333333333333335,2,6.666666666666667
36,True,2.9,1.619670748434179,2.5,1.75,73.33333333333333,80.0,86.66666666666667,6,20.0,9,30.0,7,23.333333333333332,2,6.666666666666667,2,6.666666666666667,4,13.333333333333334
