trial,fill_first_avg_student_ranking,fill_first_std_student_ranking,fill_first_median_student_ranking,fill_first_iqr_student_ranking,fill_first_student_satisfaction_percent,fill_first_student_satisfaction_top4_percent,fill_first_student_satisfaction_top5_percent,fill_first_students_got_choice_1_count,fill_first_students_got_choice_1_percent,fill_first_students_got_choice_2_count,fill_first_students_got_choice_2_percent,fill_first_students_got_choice_3_count,fill_first_students_got_choice_3_percent,fill_first_students_got_choice_4_count,fill_first_students_got_choice_4_percent,fill_first_students_got_choice_5_count,fill_first_students_got_choice_5_percent,fill_first_students_got_choice_6_count,fill_first_students_got_choice_6_percent,rank_first_avg_student_ranking,rank_first_std_student_ranking,rank_first_median_student_ranking,rank_first_iqr_student_ranking,rank_first_student_satisfaction_percent,rank_first_student_satisfaction_top4_percent,rank_first_student_satisfaction_top5_percent,rank_first_students_got_choice_1_count,rank_first_students_got_choice_1_percent,rank_first_students_got_choice_2_count,rank_first_students_got_choice_2_percent,rank_first_students_got_choice_3_count,rank_first_students_got_choice_3_percent,rank_first_students_got_choice_4_count,rank_first_students_got_choice_4_percent,rank_first_students_got_choice_5_count,rank_first_students_got_choice_5_percent,rank_first_students_got_choice_6_count,rank_first_students_got_choice_6_percent,best_first_avg_student_ranking,best_first_std_student_ranking,best_first_median_student_ranking,best_first_iqr_student_ranking,best_first_student_satisfaction_percent,best_first_student_satisfaction_top4_percent,best_first_student_satisfaction_top5_percent,best_first_students_got_choice_1_count,best_first_students_got_choice_1_percent,best_first_students_got_choice_2_count,best_first_students_got_choice_2_percent,best_first_students_got_choice_3_count,best_first_students_got_choice_3_percent,best_first_students_got_choice_4_count,best_first_students_got_choice_4_percent,best_first_students_got_choice_5_count,best_first_students_got_choice_5_percent,best_first_students_got_choice_6_count,best_first_students_got_choice_6_percent,fragility_mirror_avg_student_ranking,fragility_mirror_std_student_ranking,fragility_mirror_median_student_ranking,fragility_mirror_iqr_student_ranking,fragility_mirror_student_satisfaction_percent,fragility_mirror_student_satisfaction_top4_percent,fragility_mirror_student_satisfaction_top5_percent,fragility_mirror_students_got_choice_1_count,fragility_mirror_students_got_choice_1_percent,fragility_mirror_students_got_choice_2_count,fragility_mirror_students_got_choice_2_percent,fragility_mirror_students_got_choice_3_count,fragility_mirror_students_got_choice_3_percent,fragility_mirror_students_got_choice_4_count,fragility_mirror_students_got_choice_4_percent,fragility_mirror_students_got_choice_5_count,fragility_mirror_students_got_choice_5_percent,fragility_mirror_students_got_choice_6_count,fragility_mirror_students_got_choice_6_percent
11,2.7333333333333334,1.7113996870657915,3.0,2.75,73.33333333333333,83.33333333333334,86.66666666666667,11,36.666666666666664,3,10.0,8,26.666666666666668,3,10.0,1,3.3333333333333335,4,13.333333333333334,1.8666666666666667,1.3097921802925665,1.0,1.75,90.0,93.33333333333333,96.66666666666667,18,60.0,4,13.333333333333334,5,16.666666666666664,1,3.3333333333333335,1,3.3333333333333335,1,3.3333333333333335,2.033333333333333,1.5595583420386114,1.0,1.75,86.66666666666667,90.0,90.0,17,56.666666666666664,5,16.666666666666664,4,13.333333333333334,1,3.3333333333333335,0,0.0,3,10.0,2.3333333333333335,1.6996731711975948,2.0,2.0,80.0,86.66666666666667,86.66666666666667,14,46.666666666666664,6,20.0,4,13.333333333333334,2,6.666666666666667,0,0.0,4,13.333333333333334
12,2.6333333333333333,1.5807874268505837,2.5,2.0,76.66666666666667,86.66666666666667,90.0,10,33.33333333333333,5,16.666666666666664,8,26.666666666666668,3,10.0,1,3.3333333333333335,3,10.0,2.3,1.8823743871327332,1.0,2.0,80.0,80.0,83.33333333333334,17,56.666666666666664,4,13.333333333333334,3,10.0,0,0.0,1,3.3333333333333335,5,16.666666666666664,2.3,1.7916472867168916,1.0,2.0,76.66666666666667,83.33333333333334,86.66666666666667,16,53.333333333333336,5,16.666666666666664,2,6.666666666666667,2,6.666666666666667,1,3.3333333333333335,4,13.333333333333334,2.6333333333333333,1.6224124698183944,2.0,2.75,73.33333333333333,83.33333333333334,90.0,9,30.0,9,30.0,4,13.333333333333334,3,10.0,2,6.666666666666667,3,10.0
13,2.433333333333333,1.6265163865007801,2.0,2.0,83.33333333333334,86.66666666666667,86.66666666666667,11,36.666666666666664,8,26.666666666666668,6,20.0,1,3.3333333333333335,0,0.0,4,13.333333333333334,2.1333333333333333,1.586050300449376,1.0,2.0,83.33333333333334,90.0,90.0,16,53.333333333333336,5,16.666666666666664,4,13.333333333333334,2,6.666666666666667,0,0.0,3,10.0,2.3666666666666667,1.81628436344337,2.0,1.75,76.66666666666667,83.33333333333334,83.33333333333334,14,46.666666666666664,8,26.666666666666668,1,3.3333333333333335,2,6.666666666666667,0,0.0,5,16.666666666666664,2.2666666666666666,1.4360439485692011,2.0,2.0,80.0,93.33333333333333,93.33333333333333,12,40.0,8,26.666666666666668,4,13.333333333333334,4,13.333333333333334,0,0.0,2,6.666666666666667
14,2.066666666666667,1.236482466066094,2.0,2.0,86.66666666666667,96.66666666666667,96.66666666666667,13,43.333333333333336,8,26.666666666666668,5,16.666666666666664,3,10.0,0,0.0,1,3.3333333333333335,1.9333333333333333,1.590248058916875,1.0,1.0,83.33333333333334,90.0,90.0,19,63.33333333333333,5,16.666666666666664,1,3.3333333333333335,2,6.666666666666667,0,0.0,3,10.0,1.8333333333333333,1.2931443160847216,1.0,1.0,90.0,93.33333333333333,96.66666666666667,18,60.0,5,16.666666666666664,4,13.333333333333334,1,3.3333333333333335,1,3.3333333333333335,1,3.3333333333333335,2.1333333333333333,1.4544949486180951,2.0,1.0,83.33333333333334,90.0,93.33333333333333,13,43.333333333333336,10,33.33333333333333,2,6.666666666666667,2,6.666666666666667,1,3.3333333333333335,2,6.666666666666667
15,2.3666666666666667,1.4940623220676645,2.0,2.0,80.0,90.0,93.33333333333333,12,40.0,6,20.0,6,20.0,3,10.0,1,3.3333333333333335,2,6.666666666666667,2.033333333333333,1.6428295373802142,1.0,1.75,80.0,90.0,90.0,19,63.33333333333333,3,10.0,2,6.666666666666667,3,10.0,0,0.0,3,10.0,2.433333333333333,1.9439364415764444,1.0,2.0,76.66666666666667,80.0,80.0,16,53.333333333333336,4,13.333333333333334,3,10.0,1,3.3333333333333335,0,0.0,6,20.0,2.3666666666666667,1.6629959577688562,2.0,2.0,76.66666666666667,86.66666666666667,90.0,14,46.666666666666664,5,16.666666666666664,4,13.333333333333334,3,10.0,1,3.3333333333333335,3,10.0
16,2.7333333333333334,1.7688665548562132,2.0,3.0,70.0,80.0,86.66666666666667,11,36.666666666666664,5,16.666666666666664,5,16.666666666666664,3,10.0,2,6.666666666666667,4,13.333333333333334,2.033333333333333,1.6829207415152452,1.0,1.0,86.66666666666667,86.66666666666667,86.66666666666667,18,60.0,5,16.666666666666664,3,10.0,0,0.0,0,0.0,4,13.333333333333334,2.3,1.7729448195962934,1.0,2.0,76.66666666666667,80.0,90.0,16,53.333333333333336,5,16.666666666666664,2,6.666666666666667,1,3.3333333333333335,3,10.0,3,10.0,2.7666666666666666,2.0925794820959345,2.0,4.5,70.0,73.33333333333333,73.33333333333333,14,46.666666666666664,4,13.333333333333334,3,10.0,1,3.3333333333333335,0,0.0,8,26.666666666666668
17,2.3666666666666667,1.4019827229875395,2.0,2.0,80.0,93.33333333333333,93.33333333333333,10,33.33333333333333,9,30.0,5,16.666666666666664,4,13.333333333333334,0,0.0,2,6.666666666666667,2.2,1.833030277982336,1.0,1.0,80.0,83.33333333333334,83.33333333333334,17,56.666666666666664,6,20.0,1,3.3333333333333335,1,3.3333333333333335,0,0.0,5,16.666666666666664,2.2333333333333334,1.7065234314893605,1.5,1.75,80.0,86.66666666666667,86.66666666666667,15,50.0,7,23.333333333333332,2,6.666666666666667,2,6.666666666666667,0,0.0,4,13.333333333333334,2.4,1.7435595774162693,1.5,2.75,73.33333333333333,83.33333333333334,90.0,15,50.0,4,13.333333333333334,3,10.0,3,10.0,2,6.666666666666667,3,10.0
18,2.566666666666667,1.3085190950927013,2.0,1.0,80.0,93.33333333333333,93.33333333333333,6,20.0,11,36.666666666666664,7,23.333333333333332,4,13.333333333333334,0,0.0,2,6.666666666666667,2.3,1.7916472867168916,1.0,2.0,76.66666666666667,83.33333333333334,86.66666666666667,16,53.333333333333336,5,16.666666666666664,2,6.666666666666667,2,6.666666666666667,1,3.3333333333333335,4,13.333333333333334,2.3666666666666667,1.6428295373802142,2.0,2.0,76.66666666666667,86.66666666666667,90.0,13,43.333333333333336,7,23.333333333333332,3,10.0,3,10.0,1,3.3333333333333335,3,10.0,2.533333333333333,1.7074997966487597,2.0,2.0,80.0,83.33333333333334,86.66666666666667,12,40.0,5,16.666666666666664,7,23.333333333333332,1,3.3333333333333335,1,3.3333333333333335,4,13.333333333333334
19,2.6333333333333333,1.6629959577688562,2.0,2.5,73.33333333333333,83.33333333333334,86.66666666666667,8,26.666666666666668,12,40.0,2,6.666666666666667,3,10.0,1,3.3333333333333335,4,13.333333333333334,2.3333333333333335,1.8856180831641267,1.0,2.75,73.33333333333333,83.33333333333334,83.33333333333334,17,56.666666666666664,4,13.333333333333334,1,3.3333333333333335,3,10.0,0,0.0,5,16.666666666666664,2.2333333333333334,1.7065234314893605,1.5,1.75,80.0,86.66666666666667,86.66666666666667,15,50.0,7,23.333333333333332,2,6.666666666666667,2,6.666666666666667,0,0.0,4,13.333333333333334,3.1,2.2561028345356955,2.0,5.0,63.33333333333333,63.33333333333333,63.33333333333333,12,40.0,6,20.0,1,3.3333333333333335,0,0.0,0,0.0,11,36.666666666666664
20,2.3333333333333335,1.5347819244295116,2.0,2.0,83.33333333333334,90.0,90.0,12,40.0,7,23.333333333333332,6,20.0,2,6.666666666666667,0,0.0,3,10.0,2.2,1.7204650534085253,1.0,2.0,80.0,83.33333333333334,90.0,17,56.666666666666664,4,13.333333333333334,3,10.0,1,3.3333333333333335,2,6.666666666666667,3,10.0,2.2,1.7204650534085255,1.0,2.0,80.0,83.33333333333334,90.0,17,56.666666666666664,4,13.333333333333334,3,10.0,1,3.3333333333333335,2,6.666666666666667,3,10.0,2.7666666666666666,1.961008810677697,2.0,3.75,70.0,73.33333333333333,80.0,12,40.0,6,20.0,3,10.0,1,3.3333333333333335,2,6.666666666666667,6,20.0
