trial,structurally_viable,fill_first_avg_student_ranking,fill_first_std_student_ranking,fill_first_median_student_ranking,fill_first_iqr_student_ranking,fill_first_student_satisfaction_percent,fill_first_student_satisfaction_top4_percent,fill_first_student_satisfaction_top5_percent,fill_first_students_got_choice_1_count,fill_first_students_got_choice_1_percent,fill_first_students_got_choice_2_count,fill_first_students_got_choice_2_percent,fill_first_students_got_choice_3_count,fill_first_students_got_choice_3_percent,fill_first_students_got_choice_4_count,fill_first_students_got_choice_4_percent,fill_first_students_got_choice_5_count,fill_first_students_got_choice_5_percent,fill_first_students_got_choice_6_count,fill_first_students_got_choice_6_percent
27,True,2.4,1.3266499161421599,2.0,2.0,84.0,92.0,96.0,8,32.0,6,24.0,7,28.000000000000004,2,8.0,1,4.0,1,4.0
28,True,2.84,1.6414627622946552,2.0,2.0,72.0,80.0,88.0,6,24.0,7,28.000000000000004,5,20.0,2,8.0,2,8.0,3,12.0
29,True,2.76,1.477294825009551,3.0,2.0,72.0,88.0,92.0,6,24.0,6,24.0,6,24.0,4,16.0,1,4.0,2,8.0
30,True,2.44,1.416474496770062,2.0,2.0,80.0,88.0,96.0,8,32.0,7,28.000000000000004,5,20.0,2,8.0,2,8.0,1,4.0
31,True,2.48,1.417603611733548,2.0,1.0,76.0,92.0,92.0,6,24.0,11,44.0,2,8.0,4,16.0,0,0.0,2,8.0
32,True,3.04,1.5357083056361973,3.0,2.0,56.00000000000001,84.0,92.0,5,20.0,6,24.0,3,12.0,7,28.000000000000004,2,8.0,2,8.0
33,True,3.2,1.7888543819998317,4.0,4.0,48.0,68.0,92.0,8,32.0,2,8.0,2,8.0,5,20.0,6,24.0,2,8.0
34,True,2.32,1.4062716664997557,2.0,2.0,76.0,92.0,96.0,9,36.0,8,32.0,2,8.0,4,16.0,1,4.0,1,4.0
35,True,2.64,1.4388884598883958,3.0,3.0,68.0,92.0,96.0,8,32.0,4,16.0,5,20.0,6,24.0,1,4.0,1,4.0
36,True,2.84,1.7590906741836818,2.0,2.0,72.0,76.0,84.0,6,24.0,9,36.0,3,12.0,1,4.0,2,8.0,4,16.0
